team,n_win,n_loss,yusag_coeff,seed,conference,finals,champ,loc_type
Florida A&M,10,6,-10.056035670861377,5,MEAC,0.18300000000000013,0.07300000000000005,N
Morgan St.,9,7,-11.18224002337318,6,MEAC,0.1230000000000001,0.04500000000000003,N
Coppin St.,7,9,-12.615992995559079,7,MEAC,0.07900000000000006,0.027000000000000017,N
South Carolina St.,6,10,-13.137681338884857,8,MEAC,0.09200000000000007,0.027000000000000017,N
Florida St.,16,4,15.64651003154552,1,ACC,0.51900000000000035,0.22200000000000017,N
Duke,15,5,20.24640251684093,2,ACC,0.6140000000000004,0.44500000000000034,N
Louisville,15,5,15.869339444413763,3,ACC,0.2790000000000002,0.18100000000000013,N
Virginia,15,5,10.287126176684739,4,ACC,0.19600000000000015,0.04900000000000004,N
Georgia Tech,11,9,9.16653628101661,5,ACC,0.16400000000000012,0.035000000000000024,N
NC State,10,10,10.08514670217273,6,ACC,0.05400000000000004,0.022000000000000013,N
Syracuse,10,10,9.742665582849911,7,ACC,0.05300000000000004,0.017000000000000008,N
Notre Dame,10,10,9.09584729808572,8,ACC,0.1210000000000001,0.02900000000000002,N
UNI,14,5,9.400055963712036,1,MVC,0.6090000000000004,0.44000000000000034,N
Bradley,14,7,4.843878378615738,2,MVC,0.36300000000000027,0.1540000000000001,N
Loyola Chicago,13,6,5.271765288413901,3,MVC,0.32900000000000024,0.1450000000000001,N
Valparaiso,12,10,1.579702056027486,4,MVC,0.1350000000000001,0.05500000000000004,N
Indiana St.,11,8,2.79814361932692,5,MVC,0.18400000000000014,0.08200000000000006,N
Missouri St.,10,10,3.5607162717298966,6,MVC,0.22100000000000017,0.07500000000000005,N
Drake,10,11,0.039396731614967706,7,MVC,0.08700000000000006,0.025000000000000015,N
Southern Ill.,10,9,-0.22412749282707622,8,MVC,0.07200000000000005,0.024000000000000014,N
Yale,11,3,8.076534471528953,1,Ivy,0.7200000000000005,0.5050000000000003,N
Harvard,10,4,3.9722192168410686,2,Ivy,0.5900000000000004,0.2680000000000002,N
Princeton,9,5,0.9303399154171377,3,Ivy,0.2830000000000002,0.08200000000000006,N
Penn,8,6,1.8017420531538892,4,Ivy,0.21700000000000016,0.10800000000000008,N
Brown,8,6,-3.020523053840253,5,Ivy,0.04900000000000004,0.017000000000000008,N
Dartmouth,5,9,-2.4815217236627074,6,Ivy,0.09800000000000007,0.013000000000000005,N
Cornell,4,10,-6.666669244357613,7,Ivy,0.02900000000000002,0.007,N
Columbia,1,13,-9.010130261818492,8,Ivy,0.014000000000000005,0,N
Merrimack,14,4,-4.496695021858776,1,NEC,0.2850000000000002,0.1350000000000001,N
Saint Francis (PA),13,5,-0.9937919849391541,2,NEC,0.3720000000000003,0.2410000000000002,N
Robert Morris,13,5,-3.1901216166921476,3,NEC,0.35400000000000026,0.17900000000000013,N
Sacred Heart,12,6,-1.9029448137626641,4,NEC,0.43500000000000033,0.23100000000000018,N
LIU,9,9,-6.019912422835195,5,NEC,0.16500000000000012,0.06700000000000005,N
Fairleigh Dickinson,9,9,-7.66034763498403,6,NEC,0.10100000000000008,0.037000000000000026,N
Bryant,7,11,-4.718228779202313,7,NEC,0.17300000000000013,0.07300000000000005,N
Mount St. Mary's,7,11,-8.054534003478652,8,NEC,0.11500000000000009,0.037000000000000026,N
Creighton,13,5,16.322406937056975,1,Big East,0.4820000000000004,0.2710000000000002,N
Villanova,13,5,15.451362307002304,2,Big East,0.34400000000000025,0.18000000000000013,N
Seton Hall,13,5,15.22568395516849,3,Big East,0.3120000000000002,0.17700000000000013,N
Providence,12,6,12.490590416503524,4,Big East,0.17700000000000013,0.06600000000000004,N
Butler,10,8,13.76995838751161,5,Big East,0.2780000000000002,0.1380000000000001,N
Marquette,8,10,13.968805671635634,6,Big East,0.22300000000000017,0.11400000000000009,N
Xavier,8,10,11.276470958191185,7,Big East,0.1210000000000001,0.035000000000000024,N
Georgetown,5,13,9.1082737128387965,8,Big East,0.06300000000000004,0.01900000000000001,N
Gonzaga,15.915,1.0850000000000009,21.823387754196993,1,WCC,0.9190000000000007,0.6940000000000005,N
BYU,13.708,3.292,16.25626232642032,2,WCC,0.7090000000000005,0.2420000000000002,N
Saint Mary's (CA),12.292,5.708,10.899773476945077,3,WCC,0.2580000000000002,0.04900000000000004,N
San Francisco,11.085,7.914999999999999,7.302895501269228,4,WCC,0.05600000000000004,0.013000000000000005,N
Pacific,11,6,3.3827733923596064,5,WCC,0.022000000000000013,0.001,N
Pepperdine,9,9,2.2521703663109136,6,WCC,0.01900000000000001,0,N
Santa Clara,7,11,0.38011677494528584,7,WCC,0.014000000000000005,0,N
LMU (CA),5,13,-1.9879232006368195,8,WCC,0.003,0.001,N
UC Irvine,13,3,4.608527772141931,1,Big West,0.6980000000000005,0.5240000000000004,N
UC Santa Barbara,10,6,0.016554917608967656,2,Big West,0.5040000000000003,0.20100000000000015,N
CSUN,10,6,-5.152782844657824,3,Big West,0.16400000000000012,0.04500000000000003,N
Hawaii,8,8,-2.386796535138502,4,Big West,0.1480000000000001,0.07900000000000006,N
UC Davis,8,8,-3.500354623367925,5,Big West,0.12000000000000009,0.05100000000000004,N
UC Riverside,7,9,-3.334270872241774,6,Big West,0.25100000000000017,0.06500000000000004,N
Cal St. Fullerton,6,10,-6.574507256538398,7,Big West,0.08100000000000006,0.022000000000000013,N
Long Beach St.,6,10,-8.814699590067383,8,Big West,0.03400000000000002,0.013000000000000005,N
New Mexico St.,16,0,4.869645053087785,1,WAC,0.7030000000000005,0.5660000000000004,N
California Baptist,10,6,-1.5191712315637638,2,WAC,0.4160000000000003,0.1510000000000001,N
UTRGV,9,7,-5.751590998308789,3,WAC,0.1490000000000001,0.03300000000000002,N
Kansas City,8,7,-5.011768076728666,4,WAC,0.1460000000000001,0.06600000000000004,N
Grand Canyon,8,8,-6.464750835330337,5,WAC,0.09000000000000007,0.035000000000000024,N
Seattle U,7,7,-2.9466324335858047,6,WAC,0.2960000000000002,0.09400000000000007,N
CSU Bakersfield,6,10,-6.478931218111951,7,WAC,0.1390000000000001,0.03000000000000002,N
Utah Valley,5,10,-6.2337859795204444,8,WAC,0.06100000000000005,0.025000000000000015,N
Winthrop,17,3,2.5497223048021826,1,Big South,0.8270000000000006,0.5780000000000004,N
Radford,15,3,-1.0053755268385451,2,Big South,0.5600000000000004,0.2580000000000002,N
Gardner-Webb,12,8,-3.659362109441009,3,Big South,0.33100000000000024,0.10400000000000008,N
Longwood,9,10,-10.663885407835833,4,Big South,0.06300000000000004,0.02000000000000001,N
Hampton,9,10,-10.976375103828058,5,Big South,0.06400000000000004,0.011000000000000003,N
UNC Asheville,8,11,-9.3961204008134,6,Big South,0.07500000000000005,0.010000000000000002,N
Charleston So.,7,11,-11.27287730299672,7,Big South,0.03400000000000002,0.005,N
USC Upstate,7,12,-12.05187373998389,8,Big South,0.046000000000000034,0.014000000000000005,N
Siena,15,5,0.16083058318258914,1,MAAC,0.5270000000000004,0.2980000000000002,N
Saint Peter's,14,6,-1.636672575448019,2,MAAC,0.3850000000000003,0.19200000000000014,N
Rider,12,8,-1.4695374704226776,3,MAAC,0.3790000000000003,0.19700000000000015,N
Monmouth,12,8,-2.6088938859106463,4,MAAC,0.2740000000000002,0.1460000000000001,N
Quinnipiac,10,10,-6.287908344486827,5,MAAC,0.1240000000000001,0.05200000000000004,N
Iona,9,11,-4.8746980747097854,6,MAAC,0.16300000000000012,0.06600000000000004,N
Niagara,9,11,-8.911640365847148,7,MAAC,0.07300000000000005,0.02100000000000001,N
Manhattan,8,12,-7.179057671603452,8,MAAC,0.07500000000000005,0.028000000000000018,N
North Texas,14,4,7.494565174121886,1,C-USA,0.6080000000000004,0.35700000000000026,N
Louisiana Tech,13,5,6.963016023246157,2,C-USA,0.46500000000000036,0.2700000000000002,N
Western Ky.,13,5,3.9964555092463865,3,C-USA,0.3050000000000002,0.16400000000000012,N
